id,nome,host_id,host_name,bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,ultima_review,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
31856192,"Pvt Bath, Parking/Bkft -  ""Suite Piece of Heaven""",61875246,Carolyn,Queens,Whitestone,40.7866,-73.82207,Private room,65,1,14,2019-06-30,4.77,2,5
31863369,"Eh  it's an apartment,  control yourself",209940785,Stephen,Manhattan,Harlem,40.82337,-73.95127,Shared room,100,1,1,2019-02-14,0.21,1,90
13044519,"Quiet, relaxing room in Greenpoint",2349563,Johann,Brooklyn,Greenpoint,40.73356,-73.95808,Private room,80,1,2,2016-07-26,0.05,1,0
13043724,"Spacious, private room in Apt in Bushwick!",72157489,Yvonne,Brooklyn,Bushwick,40.6928,-73.91614,Private room,50,1,5,2019-05-10,0.13,2,0
31864884,Elegant &Classical. 30 mins to midtown  Manhattan!,56403037,Jane,Queens,Woodhaven,40.68793,-73.84975,Private room,42,1,16,2019-06-24,3.36,3,121
13043208,Modern Studio in Financial District,14060030,Emily,Manhattan,Financial District,40.70527,-74.00629,Entire home/apt,180,1,2,2016-05-28,0.05,1,0
13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,62843071,Kevin And Kitty,Queens,Woodhaven,40.69617,-73.85204,Private room,45,1,235,2019-06-30,6.15,4,278
31861939,Cozy Heart of Gold Near Times Square Central Park!,155691688,Bonnie,Manhattan,Hell's Kitchen,40.76655,-73.9891,Entire home/apt,225,1,19,2019-07-06,5.64,1,50
12989612,Priv Rm w. Big Loft  Living Room across from FIT,6502531,Andrea,Manhattan,Chelsea,40.74711,-73.99281,Private room,100,1,2,2018-07-13,0.05,2,65
12988898,,71552588,Andrea,Bronx,Fordham,40.86032,-73.88493,Shared room,130,1,0,,,1,365
31884808,Woodside with a view (9 minutes from midtown),49289095,John,Queens,Woodside,40.74395,-73.89984,Private room,75,1,0,,,1,138
12955454,Cozy Room in the Big Apple,33622924,Besinfe,Manhattan,Harlem,40.83018,-73.9483,Private room,50,1,116,2019-07-01,3.06,4,352
12955346,Suite with Private Gated Entrance,12160792,Sarah,Brooklyn,Brooklyn Heights,40.69183,-73.99592,Entire home/apt,150,1,107,2019-07-05,2.84,1,75
12955262,2 bedroom loft-like ground floor with patio,3710740,Daniel,Manhattan,Harlem,40.81806,-73.95374,Entire home/apt,150,1,49,2019-06-21,1.3,2,0
12953867,Quiet artist apartment w/ backyard,69232570,Jamie,Brooklyn,Bushwick,40.70219,-73.9227,Private room,45,1,98,2019-07-01,2.58,1,16
12953717,Peaceful room in a lovely Brooklyn duplex,70181422,Chris And Zaneta,Brooklyn,Windsor Terrace,40.65254,-73.98017,Private room,72,1,4,2016-09-05,0.1,4,0
31901835,The Tree of Life Community,49988341,Chris,Bronx,Wakefield,40.89682,-73.84318,Private room,41,1,0,,,1,163
12955940,"large, affordable, clean,convenient",71211231,Ehsan,Bronx,Fordham,40.85396,-73.89872,Private room,34,1,2,2016-06-14,0.05,1,0
31905531,Cozy Studio Near Central Park,179136567,Ro,Manhattan,East Harlem,40.79423,-73.94741,Entire home/apt,185,1,0,,,1,0
12945400,Private Bedroom in Williamsburg,49836177,Ian,Brooklyn,Williamsburg,40.71264,-73.94751,Private room,66,1,1,2017-01-02,0.03,1,0
31906094,Fabulous 1 Bedroom in the Heart of Greenpoint!,187487947,Diego,Brooklyn,Greenpoint,40.73202,-73.95595,Entire home/apt,68,1,20,2019-06-01,3.82,6,0
31906580,Bright High Ceiling Bedroom in East Williamsburg,2707591,Lívia,Brooklyn,Williamsburg,40.70754,-73.94228,Private room,95,1,6,2019-07-01,1.28,1,200
31907710,"One bedroom Apt in Manhattan, East Village",9736997,Esteban,Manhattan,East Village,40.72845,-73.98158,Entire home/apt,113,1,20,2019-06-20,3.85,1,96
12926849,Comfy Room for May,28680349,Bryan,Brooklyn,Greenpoint,40.72577,-73.94981,Private room,90,1,7,2016-08-02,0.19,1,0
31909528,The clean separate studio in New York,51186155,Cherry,Queens,Flushing,40.73182,-73.79505,Entire home/apt,45,1,51,2019-07-04,9.39,1,49
