id,nome,host_id,host_name,bairro_group,bairro,latitude,longitude,room_type,price,minimo_noites,numero_de_reviews,ultima_review,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
12888849,"Bright Luxury Studio, Central Loc.",16476167,Sarah,Manhattan,Midtown,40.74513,-73.98475,Entire home/apt,250,366,0,,,1,365
36270376,"Beautiful home on Staten Island, walk to ferry",444904,Janine,Staten Island,St. George,40.64005,-74.07987,Entire home/apt,100,365,0,,,1,342
3029690,Safe Sunny South Facing Near All,7245581,Michael,Manhattan,Chelsea,40.74873,-73.99557,Entire home/apt,93,365,10,2018-02-12,0.17,19,97
2942732,"Large 1 bdrm, River views!",160337,Sanjna,Manhattan,Washington Heights,40.83549,-73.94765,Entire home/apt,60,365,9,2019-06-15,0.15,1,291
10514203,Giant Landmark Apartment in the Sky,3710888,Lisa,Brooklyn,Park Slope,40.67546,-73.97528,Private room,350,365,0,,,1,364
3891031,LAST DAY TO BOOK Bedroom on Wall St,20133610,Shi Qing,Manhattan,Financial District,40.7094,-74.00278,Private room,139,365,13,2015-07-15,0.23,1,365
5402632,Private BDR/BATH in Luxury Condo near Times Square,27927011,Ashley,Manhattan,Hell's Kitchen,40.75755,-73.99305,Private room,99,365,7,2018-03-08,0.14,1,337
24740209,Long term/16 month sublet. Great location!,4267075,Jen,Brooklyn,Clinton Hill,40.68458,-73.96805,Entire home/apt,89,365,1,2018-08-23,0.09,2,0
16095062,THANKSGIVING up to 6 GUESTS + HOT TUB + FIREPLACE,104911818,Samantha,Brooklyn,Clinton Hill,40.69487,-73.96572,Private room,225,365,0,,,1,90
2037951,Modern West Village Apartment,4191006,Nick,Manhattan,West Village,40.73858,-74.00875,Private room,500,365,0,,,1,0
13687060,Luxury drmn Bldg + Empire State Views & Roof Top!,21419119,Sebastien,Manhattan,Kips Bay,40.74033,-73.98268,Entire home/apt,189,365,7,2018-03-11,0.19,1,362
30981877,The NYC Adventure,231474021,Cyn,Manhattan,East Harlem,40.78724,-73.9494,Private room,65,365,1,2019-05-17,0.57,1,0
15851599,"Stunning 1 Br, West Village Luxury w/ great views",48815188,Kevin,Manhattan,Greenwich Village,40.73317,-73.99813,Entire home/apt,295,365,15,2018-04-24,0.49,1,0
10386936,Private Room in Williamsburg!,53471415,Mark,Brooklyn,Williamsburg,40.71141,-73.95155,Private room,1002,365,10,2016-05-19,0.25,1,365
649561,Manhattan Sky Crib (1 year sublet),3260084,David,Manhattan,Chelsea,40.75164,-73.99425,Entire home/apt,135,365,0,,,1,365
13963005,Gorgeous 2 Bedroom apartment,41870118,Iveta,Queens,Forest Hills,40.72064,-73.83746,Entire home/apt,2350,365,0,,,1,364
3399909,Super cute and sunny 2 bedroom,39304,Andrea,Brooklyn,Williamsburg,40.71852,-73.94165,Entire home/apt,240,365,0,,,1,363
18635370,Fantastic Sunny peaceful room in Riverdale,91385196,Vicdania,Bronx,North Riverdale,40.91169,-73.90564,Private room,50,365,0,,,1,363
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,40.74618,-74.00392,Entire home/apt,195,365,10,2014-10-26,0.12,1,0
992977,Park Slope Pre-War Apartment,4000059,Shahdiya,Brooklyn,Park Slope,40.67359,-73.97434,Entire home/apt,100,365,1,2013-08-01,0.01,1,365
12855469,Gorgeous Studio in Doorman Luxury!,70251988,Brendan,Manhattan,Upper East Side,40.78147,-73.95284,Entire home/apt,100,365,27,2018-01-03,0.78,1,17
12916189,Family Friendly BK Townhome With Garden Oasis!,951917,Julia And Juan,Brooklyn,Sunset Park,40.66224,-73.99805,Entire home/apt,196,365,4,2018-05-20,0.12,1,365
34221161,Room with sofa bed or air mattress,9295237,Noelle,Queens,Astoria,40.75593,-73.91276,Private room,2000,365,0,,,2,0
1586935,Luxury Gramercy Lg 1Bd w Balcony,8457613,Erin,Manhattan,Gramercy,40.73494,-73.98751,Entire home/apt,250,365,0,,,1,365
34384645,The BEAUTY & the EAST/free street parking & WIFI,219738858,Joe,Manhattan,East Village,40.7307,-73.98299,Entire home/apt,120,365,4,2019-05-17,1.9,5,305
6654984,Beautiful apartment in trendy Brooklyn,5417600,Elvira,Brooklyn,Park Slope,40.67376,-73.98397,Entire home/apt,200,365,4,2018-06-16,0.14,1,173
12328112,GREENPOINT OASIS,1180190,Justin,Brooklyn,Greenpoint,40.731,-73.9548,Entire home/apt,450,365,17,2019-01-03,0.5,1,365
271694,"Easy, comfortable studio in Midtown",1387370,James,Manhattan,Midtown,40.75282,-73.97315,Entire home/apt,125,365,19,2015-09-08,0.21,1,365
2454507,Close to everything - Jr 1 bedroom,9991763,Andrew,Manhattan,Financial District,40.70781,-74.00701,Entire home/apt,130,365,6,2016-10-02,0.1,1,262
30273310,Farm house style Bay Ridge (private D),31760835,Fon,Brooklyn,Bay Ridge,40.63574,-74.03102,Private room,85,365,1,2018-12-15,0.14,4,189
4308991,Big Room with Private Bathroom,6195809,Dean,Manhattan,East Village,40.72607,-73.98867,Private room,149,364,8,2019-01-07,0.17,1,90
1039435,"Lovely studio in Manhattan,New York",5709288,Fabia,Manhattan,Midtown,40.75879,-73.9638,Entire home/apt,220,360,1,2015-01-02,0.02,1,0
19361969,new apt for sublet a year,135703190,Sophie,Brooklyn,Vinegar Hill,40.69891,-73.98473,Entire home/apt,300,360,0,,,1,365
34020036,Prime Gramercy! **12 months lease!,1146958,Liz,Manhattan,Kips Bay,40.73859,-73.98218,Entire home/apt,89,360,0,,,4,364
9133959,"Top floor, Hudson River views",3092054,Shirley,Manhattan,Hell's Kitchen,40.76642,-73.98621,Entire home/apt,120,360,0,,,1,365
14129429,3 Bedroom Apartment for Rent,85235313,Richard,Manhattan,Greenwich Village,40.73085,-74.00079,Entire home/apt,174,360,0,,,1,365
25948509,Cozy large Full 1 Bedroom Apt,195040579,Omar,Brooklyn,Midwood,40.6294,-73.97004,Entire home/apt,115,354,0,,,1,179
